année,mois,GDR,LC,NG,LR,MODEM,LREM
2017,6,,,,,,
2017,7,Bruno Nestor Azerot (5 adoptés - 3.0%),Pierre Morel-À-L'Huissier (4 adoptés - 10.3%),Valérie Rabault (12 adoptés - 9.9%),Jean-Luc Reitzer (7 adoptés - 14.6%),Élodie Jacquier-Laforge (10 adoptés - 25.0%),Yaël Braun-Pivet (107 adoptés - 84.3%)
