année,mois,SOC,RDSE,CRC,LR,LREM,UC
2017,6,,,,,,
2017,7,Jean-Yves Leconte (10 adoptés - 22.2%),Josiane Costes (3 adoptés - 8.3%),Éliane Assassi (4 adoptés - 5.6%),Philippe Bas (20 adoptés - 71.4%),Alain Richard (1 adoptés - 25.0%),Michel Mercier (6 adoptés - 50.0%)
