1;Ary Chalus 
1;Jacques Krabal 
1;Olivier Falorni 
2;Jean-Noël Carpentier 
2;Jean-Pierre Maggi 
2;Roger-Gérard Schwartzenberg 
2;Thierry Braillard 
3;Dominique Orliac 
3;Paul Giacobbi 
4;Jérôme Lambert 
4;Thierry Robert 
6;Joël Giraud 
7;Jeanine Dubié 
10;Alain Tourret 
