1;Alain Milon 
1;Alain Vasselle 
1;Catherine Deroche 
1;Didier Mandelli 
1;Hervé Poher 
1;Jean-Jacques Hyest 
1;Jean-Pierre Leleux 
1;Ladislas Poniatowski 
1;LES-REP
1;Pascale Gruny 
1;Philippe Bas 
2;Albéric de Montgolfier 
3;Corinne Bouchoux 
3;Hélène Lipietz 
3;Jean-Vincent Placé 
3;Marie-Christine Blandin 
4;Jean Desessard 
5;André Gattolin 
6;Joël Labbé 
9;Ronan Dantec 
10;Aline Archimbaud 
