1;Isabelle Pasquet 
1;Michel Billout 
1;Paul Vergès 
1;Pierre Laurent 
2;Christian Favier 
2;Éric Bocquet 
2;Évelyne Didier 
2;Jean-Pierre Bosino 
3;Dominique Watrin 
4;Brigitte Gonthier-Maurin 
4;Marie-France Beaufils 
5;Cécile Cukierman 
5;Gérard Le Cam 
5;Laurence Cohen 
10;Éliane Assassi 
