1;Anne-Marie Escoffier 
1;Françoise Laborde 
1;Gilbert Barbier 
1;Guillaume Arnell 
1;Jean-Noël Guérini 
1;Joseph Castelli 
1;Michel Amiel 
1;Philippe Esnol 
1;Robert Hue 
1;Stéphane Mazars 
2;Christian Bourquin 
2;Hermeline Malherbe 
2;Nicolas Alfonsi 
2;Raymond Vall 
2;Robert Tropeano 
2;Yvon Collin 
3;François Fortassin 
5;Pierre-Yves Collombat 
9;Jacques Mézard 
9;Jean-Claude Requier 
