1;Édouard Fritch 
1;Francis Hillmeyer 
1;Franck Reynier 
1;Jean-Christophe Fromantin 
1;Jean-Christophe Lagarde 
1;Maurice Leroy 
1;Philippe Folliot 
1;Philippe Gomes 
1;Philippe Vigier 
1;Rudy Salles 
1;Sonia Lagarde 
1;Thierry Benoit 
1;Yves Jégo 
2;Jean-Paul Tuaiva 
2;Maina Sage 
2;Michel Zumkeller 
2;Stéphane Demilly 
2;Yannick Favennec 
3;Arnaud Richard 
3;Francis Vercamer 
3;Jonas Tahuaitu 
4;Bertrand Pancher 
5;Michel Piron 
9;Charles de Courson 
